year,stand,species,trap,filledseeds,emptyseeds,cones,conefilledseeds,coneemptyseeds,totconeseeds
2010,TO11,THPL,1,73,52,1,NA,NA,1
2010,TO11,TSHE,1,626,396,8,NA,NA,3
2010,TO11,TSME,1,0,0,0,NA,NA,0
2010,TO11,ABAM,2,0,0,0,NA,NA,0
2010,TO11,ABGR,2,0,0,0,NA,NA,0
2010,TO11,ABLA,2,0,0,0,NA,NA,0
2010,TO11,ABPR,2,0,1,0,NA,NA,0
2010,TO11,ACGL,2,0,0,0,NA,NA,0
2010,TO11,ALRU,2,0,0,0,NA,NA,0
2010,TO11,CANO,2,0,0,0,NA,NA,0
2010,TO11,PICO,2,0,0,0,NA,NA,0
2010,TO11,PIEN,2,0,0,0,NA,NA,0
2010,TO11,PIMO,2,0,0,0,NA,NA,0
2010,TO11,PISI,2,0,0,0,NA,NA,0
2010,TO11,PSME,2,3,5,3,NA,NA,5
2010,TO11,TABR,2,0,0,0,NA,NA,0
2010,TO11,THPL,2,80,93,3,NA,NA,1
2010,TO11,TSHE,2,517,596,31,NA,NA,131
2010,TO11,TSME,2,0,0,0,NA,NA,0
2010,TO11,ABAM,3,0,1,0,NA,NA,0
2010,TO11,ABGR,3,0,0,0,NA,NA,0
2010,TO11,ABLA,3,0,0,0,NA,NA,0
2010,TO11,ABPR,3,0,0,0,NA,NA,0
2010,TO11,ACGL,3,0,0,0,NA,NA,0
2010,TO11,ALRU,3,0,0,0,NA,NA,0
2010,TO11,CANO,3,0,0,0,NA,NA,0
2010,TO11,PICO,3,0,0,0,NA,NA,0
2010,TO11,PIEN,3,0,0,0,NA,NA,0
2010,TO11,PIMO,3,0,0,0,NA,NA,0
2010,TO11,PISI,3,7,1,0,NA,NA,0
2010,TO11,PSME,3,5,4,1,NA,NA,3
2010,TO11,TABR,3,0,0,0,NA,NA,0
2010,TO11,THPL,3,68,83,2,NA,NA,0
2010,TO11,TSHE,3,476,945,50,NA,NA,129
2010,TO11,TSME,3,0,0,0,NA,NA,0
2010,TO11,ABAM,4,0,0,0,NA,NA,0
2010,TO11,ABGR,4,0,0,0,NA,NA,0
2010,TO11,ABLA,4,0,0,0,NA,NA,0
2010,TO11,ABPR,4,0,0,0,NA,NA,0
2010,TO11,ACGL,4,0,0,0,NA,NA,0
2010,TO11,ALRU,4,0,0,0,NA,NA,0
2010,TO11,CANO,4,0,0,0,NA,NA,0
2010,TO11,PICO,4,0,0,0,NA,NA,0
2010,TO11,PIEN,4,0,0,0,NA,NA,0
2010,TO11,PIMO,4,0,0,0,NA,NA,0
2010,TO11,PISI,4,1,0,0,NA,NA,0
2010,TO11,PSME,4,12,7,0,NA,NA,0
2010,TO11,TABR,4,0,0,0,NA,NA,0
2010,TO11,THPL,4,69,83,1,NA,NA,0
2010,TO11,TSHE,4,747,609,43,NA,NA,192
2010,TO11,TSME,4,0,0,0,NA,NA,0
2010,TO11,ABAM,5,0,0,0,NA,NA,0
2010,TO11,ABGR,5,0,0,0,NA,NA,0
2010,TO11,ABLA,5,0,0,0,NA,NA,0
2010,TO11,ABPR,5,0,1,0,NA,NA,0
2010,TO11,ACGL,5,0,0,0,NA,NA,0
2010,TO11,ALRU,5,0,0,0,NA,NA,0
2010,TO11,CANO,5,0,0,0,NA,NA,0
2010,TO11,PICO,5,0,0,0,NA,NA,0
2010,TO11,PIEN,5,0,0,0,NA,NA,0
2010,TO11,PIMO,5,0,0,0,NA,NA,0
2010,TO11,PISI,5,1,0,0,NA,NA,0
2010,TO11,PSME,5,3,6,0,NA,NA,0
2010,TO11,TABR,5,0,0,0,NA,NA,0
2010,TO11,THPL,5,89,80,2,NA,NA,0
2010,TO11,TSHE,5,481,647,23,NA,NA,79
2010,TO11,TSME,5,0,0,0,NA,NA,0
2010,TO11,ABAM,6,0,0,0,NA,NA,0
2010,TO11,ABGR,6,0,0,0,NA,NA,0
2010,TO11,ABLA,6,0,0,0,NA,NA,0
2010,TO11,ABPR,6,0,0,0,NA,NA,0
2010,TO11,ACGL,6,0,0,0,NA,NA,0
2010,TO11,ALRU,6,0,0,0,NA,NA,0
2010,TO11,CANO,6,0,0,0,NA,NA,0
2010,TO11,PICO,6,0,0,0,NA,NA,0
2010,TO11,PIEN,6,0,0,0,NA,NA,0
2010,TO11,PIMO,6,0,0,0,NA,NA,0
2010,TO11,PISI,6,0,0,0,NA,NA,0
2010,TO11,PSME,6,7,3,0,NA,NA,0
2010,TO11,TABR,6,0,0,0,NA,NA,0
2010,TO11,THPL,6,94,103,0,NA,NA,0
2010,TO11,TSHE,6,463,337,8,NA,NA,21
2010,TO11,TSME,6,0,0,0,NA,NA,0
2011,AB08,ABAM,1,0,0,0,NA,NA,0
2011,AB08,ABGR,1,0,0,0,NA,NA,0
2011,AB08,ABLA,1,0,0,0,NA,NA,0
2011,AB08,ABPR,1,0,0,0,NA,NA,0
2011,AB08,ACGL,1,0,0,0,NA,NA,0
2011,AB08,ALRU,1,0,0,0,NA,NA,0
2011,AB08,CANO,1,0,0,0,NA,NA,0
2011,AB08,PICO,1,0,0,0,NA,NA,0
2011,AB08,PIEN,1,0,0,0,NA,NA,0
2011,AB08,PIMO,1,0,0,0,NA,NA,0
2011,AB08,PISI,1,0,0,0,NA,NA,0
2011,AB08,PSME,1,1,0,0,NA,NA,0
2011,AB08,TABR,1,0,0,0,NA,NA,0
2011,AB08,THPL,1,2,0,0,NA,NA,0
2011,AB08,TSHE,1,40,3,18,NA,NA,27
2011,AB08,TSME,1,0,0,0,NA,NA,0
2011,AB08,ABAM,2,0,0,0,NA,NA,0
2011,AB08,ABGR,2,0,0,0,NA,NA,0
2011,AB08,ABLA,2,0,0,0,NA,NA,0
2011,AB08,ABPR,2,0,0,0,NA,NA,0
2011,AB08,ACGL,2,0,0,0,NA,NA,0
2011,AB08,ALRU,2,0,0,0,NA,NA,0
2011,AB08,CANO,2,0,0,0,NA,NA,0
2011,AB08,PICO,2,0,0,0,NA,NA,0
2011,AB08,PIEN,2,0,0,0,NA,NA,0
2011,AB08,PIMO,2,0,0,0,NA,NA,0
2011,AB08,PISI,2,0,0,0,NA,NA,0
2011,AB08,PSME,2,3,0,0,NA,NA,0
2011,AB08,TABR,2,0,0,0,NA,NA,0
2011,AB08,THPL,2,2,0,0,NA,NA,0
2011,AB08,TSHE,2,70,6,20,NA,NA,5
2011,AB08,TSME,2,0,0,0,NA,NA,0
2011,AB08,ABAM,3,0,0,0,NA,NA,0
2011,AB08,ABGR,3,0,0,0,NA,NA,0
2011,AB08,ABLA,3,0,0,0,NA,NA,0
2011,AB08,ABPR,3,0,0,0,NA,NA,0
2011,AB08,ACGL,3,0,0,0,NA,NA,0
2011,AB08,ALRU,3,0,0,0,NA,NA,0
2011,AB08,CANO,3,0,0,0,NA,NA,0
2011,AB08,PICO,3,0,0,0,NA,NA,0
2011,AB08,PIEN,3,0,0,0,NA,NA,0
2011,AB08,PIMO,3,0,0,0,NA,NA,0
2011,AB08,PISI,3,0,0,0,NA,NA,0
2011,AB08,PSME,3,1,0,0,NA,NA,0
2011,AB08,TABR,3,0,0,0,NA,NA,0
2011,AB08,THPL,3,3,0,0,NA,NA,0
2011,AB08,TSHE,3,40,6,7,NA,NA,2
2011,AB08,TSME,3,0,0,0,NA,NA,0
2011,AB08,ABAM,4,0,0,0,NA,NA,0
2011,AB08,ABGR,4,0,0,0,NA,NA,0
2011,AB08,ABLA,4,0,0,0,NA,NA,0
2011,AB08,ABPR,4,0,0,0,NA,NA,0
2011,AB08,ACGL,4,0,0,0,NA,NA,0
2011,AB08,ALRU,4,0,0,0,NA,NA,0
2011,AB08,CANO,4,0,0,0,NA,NA,0
2011,AB08,PICO,4,0,0,0,NA,NA,0
2011,AB08,PIEN,4,0,0,0,NA,NA,0
2011,AB08,PIMO,4,0,0,0,NA,NA,0
2011,AB08,PISI,4,0,0,0,NA,NA,0
2011,AB08,PSME,4,3,0,0,NA,NA,0
2011,AB08,TABR,4,0,0,0,NA,NA,0
2011,AB08,THPL,4,0,0,0,NA,NA,0
2011,AB08,TSHE,4,86,11,8,NA,NA,1
2011,AB08,TSME,4,0,0,0,NA,NA,0
2011,AB08,ABAM,5,0,0,0,NA,NA,0
2011,AB08,ABGR,5,0,0,0,NA,NA,0
2011,AB08,ABLA,5,0,0,0,NA,NA,0
2011,AB08,ABPR,5,0,0,0,NA,NA,0
2011,AB08,ACGL,5,0,0,0,NA,NA,0
2011,AB08,ALRU,5,0,0,0,NA,NA,0
2011,AB08,CANO,5,0,0,0,NA,NA,0
2011,AB08,PICO,5,0,0,0,NA,NA,0
2011,AB08,PIEN,5,0,0,0,NA,NA,0
2011,AB08,PIMO,5,0,0,0,NA,NA,0
2011,AB08,PISI,5,0,0,0,NA,NA,0
2011,AB08,PSME,5,0,0,0,NA,NA,0
2011,AB08,TABR,5,0,0,0,NA,NA,0
2011,AB08,THPL,5,4,0,0,NA,NA,0
2011,AB08,TSHE,5,34,5,21,NA,NA,2
2011,AB08,TSME,5,0,0,0,NA,NA,0
2011,AB08,ABAM,6,0,0,0,NA,NA,0
2011,AB08,ABGR,6,0,0,0,NA,NA,0
2011,AB08,ABLA,6,0,0,0,NA,NA,0
2011,AB08,ABPR,6,0,0,0,NA,NA,0
2011,AB08,ACGL,6,0,0,0,NA,NA,0
2011,AB08,ALRU,6,0,0,0,NA,NA,0
2011,AB08,CANO,6,0,0,0,NA,NA,0
2011,AB08,PICO,6,0,0,0,NA,NA,0
2011,AB08,PIEN,6,0,0,0,NA,NA,0
2011,AB08,PIMO,6,0,0,0,NA,NA,0
2011,AB08,PISI,6,0,0,0,NA,NA,0
2011,AB08,PSME,6,1,0,0,NA,NA,0
2011,AB08,TABR,6,0,0,0,NA,NA,0
2011,AB08,THPL,6,0,0,5,NA,NA,46
2011,AB08,TSHE,6,52,6,66,NA,NA,9
2011,AB08,TSME,6,0,0,0,NA,NA,0
2011,AE10,ABAM,1,0,0,0,NA,NA,0
2011,AE10,ABGR,1,0,0,0,NA,NA,0
2011,AE10,ABLA,1,2,0,0,NA,NA,0
2011,AE10,ABPR,1,0,1,0,NA,NA,0
2011,AE10,ACGL,1,0,0,0,NA,NA,0
2011,AE10,ALRU,1,0,0,0,NA,NA,0
2011,AE10,CANO,1,2,0,0,NA,NA,0
2011,AE10,PICO,1,0,0,0,NA,NA,0
2011,AE10,PIEN,1,0,0,0,NA,NA,0
2011,AE10,PIMO,1,0,0,0,NA,NA,0
2011,AE10,PISI,1,0,0,0,NA,NA,0
2011,AE10,PSME,1,0,0,0,NA,NA,0
2011,AE10,TABR,1,0,0,0,NA,NA,0
2011,AE10,THPL,1,0,0,0,NA,NA,0
2011,AE10,TSHE,1,0,0,0,NA,NA,0
2011,AE10,TSME,1,0,0,0,NA,NA,0
2011,AE10,ABAM,2,0,4,0,NA,NA,0
2011,AE10,ABGR,2,0,0,0,NA,NA,0
2011,AE10,ABLA,2,0,0,0,NA,NA,0
2011,AE10,ABPR,2,0,0,0,NA,NA,0
2011,AE10,ACGL,2,0,0,0,NA,NA,0
2011,AE10,ALRU,2,0,0,0,NA,NA,0
2011,AE10,CANO,2,3,1,0,NA,NA,0
2011,AE10,PICO,2,0,0,0,NA,NA,0
2011,AE10,PIEN,2,0,0,0,NA,NA,0
2011,AE10,PIMO,2,0,0,0,NA,NA,0
2011,AE10,PISI,2,0,0,0,NA,NA,0
2011,AE10,PSME,2,0,0,0,NA,NA,0
2011,AE10,TABR,2,0,0,0,NA,NA,0
2011,AE10,THPL,2,0,0,0,NA,NA,0
2011,AE10,TSHE,2,0,0,0,NA,NA,0
2011,AE10,TSME,2,3,1,0,NA,NA,0
2011,AE10,ABAM,3,0,0,0,NA,NA,0
2011,AE10,ABGR,3,0,0,0,NA,NA,0
2011,AE10,ABLA,3,0,0,0,NA,NA,0
2011,AE10,ABPR,3,0,0,0,NA,NA,0
2011,AE10,ACGL,3,0,0,0,NA,NA,0
2011,AE10,ALRU,3,0,0,0,NA,NA,0
2011,AE10,CANO,3,3,2,0,NA,NA,0
2011,AE10,PICO,3,0,0,0,NA,NA,0
2011,AE10,PIEN,3,0,0,0,NA,NA,0
2011,AE10,PIMO,3,0,0,0,NA,NA,0
2011,AE10,PISI,3,0,0,0,NA,NA,0
2011,AE10,PSME,3,0,0,0,NA,NA,0
2011,AE10,TABR,3,0,0,0,NA,NA,0
2011,AE10,THPL,3,0,0,0,NA,NA,0
2011,AE10,TSHE,3,0,0,0,NA,NA,0
2011,AE10,TSME,3,0,0,0,NA,NA,0
2011,AE10,ABAM,4,0,1,0,NA,NA,0
2011,AE10,ABGR,4,0,0,0,NA,NA,0
2011,AE10,ABLA,4,0,0,0,NA,NA,0
2011,AE10,ABPR,4,0,0,0,NA,NA,0
2011,AE10,ACGL,4,0,0,0,NA,NA,0
2011,AE10,ALRU,4,0,0,0,NA,NA,0
2011,AE10,CANO,4,0,1,0,NA,NA,0
2011,AE10,PICO,4,0,0,0,NA,NA,0
2011,AE10,PIEN,4,0,0,0,NA,NA,0
2011,AE10,PIMO,4,0,0,0,NA,NA,0
2011,AE10,PISI,4,0,0,0,NA,NA,0
2011,AE10,PSME,4,0,0,0,NA,NA,0
2011,AE10,TABR,4,0,0,0,NA,NA,0
2011,AE10,THPL,4,0,0,0,NA,NA,0
2011,AE10,TSHE,4,0,0,0,NA,NA,0
2011,AE10,TSME,4,0,0,0,NA,NA,0
2011,AE10,ABAM,5,1,1,0,NA,NA,0
2011,AE10,ABGR,5,0,0,0,NA,NA,0
2011,AE10,ABLA,5,0,0,0,NA,NA,0
2011,AE10,ABPR,5,0,0,0,NA,NA,0
2011,AE10,ACGL,5,0,0,0,NA,NA,0
2011,AE10,ALRU,5,0,0,0,NA,NA,0
2011,AE10,CANO,5,2,1,0,NA,NA,0
2011,AE10,PICO,5,0,0,0,NA,NA,0
2011,AE10,PIEN,5,0,0,0,NA,NA,0
2011,AE10,PIMO,5,0,0,0,NA,NA,0
2011,AE10,PISI,5,0,0,0,NA,NA,0
2011,AE10,PSME,5,0,0,0,NA,NA,0
2011,AE10,TABR,5,0,0,0,NA,NA,0
2011,AE10,THPL,5,0,0,0,NA,NA,0
2011,AE10,TSHE,5,0,0,0,NA,NA,0
2011,AE10,TSME,5,0,0,1,NA,NA,0
2011,AE10,ABAM,6,1,0,0,NA,NA,0
2011,AE10,ABGR,6,0,0,0,NA,NA,0
2011,AE10,ABLA,6,0,0,0,NA,NA,0
2011,AE10,ABPR,6,0,0,0,NA,NA,0
2011,AE10,ACGL,6,0,0,0,NA,NA,0
2011,AE10,ALRU,6,0,0,0,NA,NA,0
2011,AE10,CANO,6,2,1,0,NA,NA,0
2011,AE10,PICO,6,0,0,0,NA,NA,0
2011,AE10,PIEN,6,0,0,0,NA,NA,0
2011,AE10,PIMO,6,0,0,0,NA,NA,0
2011,AE10,PISI,6,0,0,0,NA,NA,0
2011,AE10,PSME,6,0,0,0,NA,NA,0
2011,AE10,TABR,6,0,0,0,NA,NA,0
2011,AE10,THPL,6,0,0,0,NA,NA,0
2011,AE10,TSHE,6,0,0,0,NA,NA,0
2011,AE10,TSME,6,2,1,0,NA,NA,0
2011,AG05,ABAM,1,3,1,0,NA,NA,0
2011,AG05,ABGR,1,0,0,0,NA,NA,0
2011,AG05,ABLA,1,0,0,0,NA,NA,0
2011,AG05,ABPR,1,0,0,0,NA,NA,0
2011,AG05,ACGL,1,0,0,0,NA,NA,0
2011,AG05,ALRU,1,0,0,0,NA,NA,0
2011,AG05,CANO,1,0,0,0,NA,NA,0
2011,AG05,PICO,1,0,0,0,NA,NA,0
2011,AG05,PIEN,1,0,0,0,NA,NA,0
2011,AG05,PIMO,1,0,0,0,NA,NA,0
2011,AG05,PISI,1,0,0,0,NA,NA,0
2011,AG05,PSME,1,1,0,0,NA,NA,0
2011,AG05,TABR,1,0,0,0,NA,NA,0
2011,AG05,THPL,1,5,0,11,NA,NA,52
2011,AG05,TSHE,1,5,4,0,NA,NA,0
2011,AG05,TSME,1,0,0,0,NA,NA,0
2011,AG05,ABAM,2,0,0,0,NA,NA,0
2011,AG05,ABGR,2,0,0,0,NA,NA,0
2011,AG05,ABLA,2,0,0,0,NA,NA,0
2011,AG05,ABPR,2,0,0,0,NA,NA,0
2011,AG05,ACGL,2,0,0,0,NA,NA,0
2011,AG05,ALRU,2,0,0,0,NA,NA,0
2011,AG05,CANO,2,0,0,0,NA,NA,0
2011,AG05,PICO,2,0,0,0,NA,NA,0
2011,AG05,PIEN,2,0,0,0,NA,NA,0
2011,AG05,PIMO,2,0,0,0,NA,NA,0
2011,AG05,PISI,2,0,0,0,NA,NA,0
2011,AG05,PSME,2,0,2,0,NA,NA,0
2011,AG05,TABR,2,0,0,0,NA,NA,0
2011,AG05,THPL,2,3,0,21,NA,NA,52
2011,AG05,TSHE,2,1,6,0,NA,NA,0
2011,AG05,TSME,2,0,0,0,NA,NA,0
2011,AG05,ABAM,3,2,1,0,NA,NA,0
2011,AG05,ABGR,3,0,0,0,NA,NA,0
2011,AG05,ABLA,3,0,0,0,NA,NA,0
2011,AG05,ABPR,3,0,0,0,NA,NA,0
2011,AG05,ACGL,3,0,0,0,NA,NA,0
2011,AG05,ALRU,3,0,0,0,NA,NA,0
2011,AG05,CANO,3,0,0,0,NA,NA,0
2011,AG05,PICO,3,0,0,0,NA,NA,0
2011,AG05,PIEN,3,0,0,0,NA,NA,0
2011,AG05,PIMO,3,0,0,0,NA,NA,0
2011,AG05,PISI,3,0,0,0,NA,NA,0
2011,AG05,PSME,3,3,1,0,NA,NA,0
2011,AG05,TABR,3,0,0,0,NA,NA,0
2011,AG05,THPL,3,3,0,12,NA,NA,27
2011,AG05,TSHE,3,1,1,0,NA,NA,0
2011,AG05,TSME,3,0,0,0,NA,NA,0
2011,AG05,ABAM,4,1,0,0,NA,NA,0
2011,AG05,ABGR,4,0,0,0,NA,NA,0
2011,AG05,ABLA,4,0,0,0,NA,NA,0
2011,AG05,ABPR,4,0,0,0,NA,NA,0
2011,AG05,ACGL,4,0,0,0,NA,NA,0
2011,AG05,ALRU,4,0,0,0,NA,NA,0
2011,AG05,CANO,4,0,0,0,NA,NA,0
2011,AG05,PICO,4,0,0,0,NA,NA,0
2011,AG05,PIEN,4,0,0,0,NA,NA,0
2011,AG05,PIMO,4,0,0,0,NA,NA,0
2011,AG05,PISI,4,0,0,0,NA,NA,0
2011,AG05,PSME,4,0,2,0,NA,NA,0
2011,AG05,TABR,4,0,0,0,NA,NA,0
2011,AG05,THPL,4,10,0,15,NA,NA,66
2011,AG05,TSHE,4,4,2,0,NA,NA,0
2011,AG05,TSME,4,0,0,0,NA,NA,0
2011,AG05,ABAM,5,3,0,0,NA,NA,0
2011,AG05,ABGR,5,0,0,0,NA,NA,0
2011,AG05,ABLA,5,0,0,0,NA,NA,0
2011,AG05,ABPR,5,0,0,0,NA,NA,0
2011,AG05,ACGL,5,0,0,0,NA,NA,0
2011,AG05,ALRU,5,0,0,0,NA,NA,0
2011,AG05,CANO,5,0,0,0,NA,NA,0
2011,AG05,PICO,5,0,0,0,NA,NA,0
2011,AG05,PIEN,5,0,0,0,NA,NA,0
2011,AG05,PIMO,5,0,0,0,NA,NA,0
2011,AG05,PISI,5,0,0,0,NA,NA,0
2011,AG05,PSME,5,2,1,0,NA,NA,0
2011,AG05,TABR,5,0,0,0,NA,NA,0
2011,AG05,THPL,5,8,0,18,NA,NA,42
2011,AG05,TSHE,5,1,0,0,NA,NA,0
2011,AG05,TSME,5,0,0,0,NA,NA,0
2011,AG05,ABAM,6,1,1,0,NA,NA,0
2011,AG05,ABGR,6,0,0,0,NA,NA,0
2011,AG05,ABLA,6,0,0,0,NA,NA,0
2011,AG05,ABPR,6,0,0,0,NA,NA,0
2011,AG05,ACGL,6,0,0,0,NA,NA,0
2011,AG05,ALRU,6,0,0,0,NA,NA,0
2011,AG05,CANO,6,0,0,0,NA,NA,0
2011,AG05,PICO,6,0,0,0,NA,NA,0
2011,AG05,PIEN,6,0,0,0,NA,NA,0
2011,AG05,PIMO,6,0,0,0,NA,NA,0
2011,AG05,PISI,6,0,0,0,NA,NA,0
2011,AG05,PSME,6,8,1,0,NA,NA,0
2011,AG05,TABR,6,0,0,0,NA,NA,0
2011,AG05,THPL,6,14,2,6,NA,NA,34
2011,AG05,TSHE,6,4,0,1,NA,NA,0
2011,AG05,TSME,6,0,0,0,NA,NA,0
2011,AM16,ABAM,1,0,0,0,NA,NA,0
2011,AM16,ABGR,1,0,0,0,NA,NA,0
2011,AM16,ABLA,1,0,0,0,NA,NA,0
2011,AM16,ABPR,1,0,0,0,NA,NA,0
2011,AM16,ACGL,1,0,0,0,NA,NA,0
2011,AM16,ALRU,1,0,0,0,NA,NA,0
2011,AM16,CANO,1,3,0,1,NA,NA,3
2011,AM16,PICO,1,0,0,0,NA,NA,0
2011,AM16,PIEN,1,0,0,0,NA,NA,0
2011,AM16,PIMO,1,0,0,0,NA,NA,0
2011,AM16,PISI,1,0,0,0,NA,NA,0
2011,AM16,PSME,1,0,0,0,NA,NA,0
2011,AM16,TABR,1,0,0,0,NA,NA,0
2011,AM16,THPL,1,0,0,0,NA,NA,0
2011,AM16,TSHE,1,10,0,3,NA,NA,1
2011,AM16,TSME,1,3,0,0,NA,NA,0
2011,AM16,ABAM,2,0,0,0,NA,NA,0
2011,AM16,ABGR,2,0,0,0,NA,NA,0
2011,AM16,ABLA,2,0,0,0,NA,NA,0
2011,AM16,ABPR,2,0,0,0,NA,NA,0
2011,AM16,ACGL,2,0,0,0,NA,NA,0
2011,AM16,ALRU,2,0,0,0,NA,NA,0
2011,AM16,CANO,2,1,0,0,NA,NA,0
2011,AM16,PICO,2,0,0,0,NA,NA,0
2011,AM16,PIEN,2,0,0,0,NA,NA,0
2011,AM16,PIMO,2,0,0,0,NA,NA,0
2011,AM16,PISI,2,0,0,0,NA,NA,0
2011,AM16,PSME,2,0,0,0,NA,NA,0
2011,AM16,TABR,2,0,0,0,NA,NA,0
2011,AM16,THPL,2,0,0,0,NA,NA,0
2011,AM16,TSHE,2,9,6,0,NA,NA,0
2011,AM16,TSME,2,7,2,0,NA,NA,0
2011,AM16,ABAM,3,1,0,0,NA,NA,0
2011,AM16,ABGR,3,0,0,0,NA,NA,0
2011,AM16,ABLA,3,0,0,0,NA,NA,0
2011,AM16,ABPR,3,0,0,0,NA,NA,0
2011,AM16,ACGL,3,0,0,0,NA,NA,0
2011,AM16,ALRU,3,0,0,0,NA,NA,0
2011,AM16,CANO,3,0,2,2,NA,NA,9
2011,AM16,PICO,3,0,0,0,NA,NA,0
2011,AM16,PIEN,3,0,0,0,NA,NA,0
2011,AM16,PIMO,3,0,0,0,NA,NA,0
2011,AM16,PISI,3,0,0,0,NA,NA,0
2011,AM16,PSME,3,0,0,0,NA,NA,0
2011,AM16,TABR,3,0,0,0,NA,NA,0
2011,AM16,THPL,3,0,0,0,NA,NA,0
2011,AM16,TSHE,3,5,2,0,NA,NA,0
2011,AM16,TSME,3,16,3,1,NA,NA,0
2011,AM16,ABAM,4,0,0,0,NA,NA,0
2011,AM16,ABGR,4,0,0,0,NA,NA,0
2011,AM16,ABLA,4,0,0,0,NA,NA,0
2011,AM16,ABPR,4,0,0,0,NA,NA,0
2011,AM16,ACGL,4,0,0,0,NA,NA,0
2011,AM16,ALRU,4,0,0,0,NA,NA,0
2011,AM16,CANO,4,4,0,0,NA,NA,0
2011,AM16,PICO,4,0,0,0,NA,NA,0
2011,AM16,PIEN,4,0,0,0,NA,NA,0
2011,AM16,PIMO,4,0,0,0,NA,NA,0
2011,AM16,PISI,4,0,0,0,NA,NA,0
2011,AM16,PSME,4,0,0,0,NA,NA,0
2011,AM16,TABR,4,0,0,0,NA,NA,0
2011,AM16,THPL,4,0,0,0,NA,NA,0
2011,AM16,TSHE,4,8,3,2,NA,NA,0
2011,AM16,TSME,4,9,2,6,NA,NA,67
2011,AM16,ABAM,5,0,0,0,NA,NA,0
2011,AM16,ABGR,5,0,0,0,NA,NA,0
2011,AM16,ABLA,5,0,0,0,NA,NA,0
2011,AM16,ABPR,5,0,0,0,NA,NA,0
2011,AM16,ACGL,5,0,0,0,NA,NA,0
2011,AM16,ALRU,5,0,0,0,NA,NA,0
2011,AM16,CANO,5,24,6,2,NA,NA,0
2011,AM16,PICO,5,0,0,0,NA,NA,0
2011,AM16,PIEN,5,0,0,0,NA,NA,0
2011,AM16,PIMO,5,0,0,0,NA,NA,0
2011,AM16,PISI,5,0,0,0,NA,NA,0
2011,AM16,PSME,5,0,0,0,NA,NA,0
2011,AM16,TABR,5,0,0,0,NA,NA,0
2011,AM16,THPL,5,0,0,0,NA,NA,0
2011,AM16,TSHE,5,8,3,2,NA,NA,0
2011,AM16,TSME,5,5,1,0,NA,NA,0
2011,AM16,ABAM,6,0,0,0,NA,NA,0
2011,AM16,ABGR,6,0,0,0,NA,NA,0
2011,AM16,ABLA,6,0,0,0,NA,NA,0
2011,AM16,ABPR,6,0,0,0,NA,NA,0
2011,AM16,ACGL,6,0,0,0,NA,NA,0
2011,AM16,ALRU,6,0,0,0,NA,NA,0
2011,AM16,CANO,6,19,0,1,NA,NA,0
2011,AM16,PICO,6,0,0,0,NA,NA,0
2011,AM16,PIEN,6,0,0,0,NA,NA,0
2011,AM16,PIMO,6,0,0,0,NA,NA,0
2011,AM16,PISI,6,0,0,0,NA,NA,0
2011,AM16,PSME,6,0,0,0,NA,NA,0
2011,AM16,TABR,6,0,0,0,NA,NA,0
2011,AM16,THPL,6,0,0,0,NA,NA,0
2011,AM16,TSHE,6,11,3,2,NA,NA,0
2011,AM16,TSME,6,5,2,0,NA,NA,0
2011,AO03,ABAM,1,0,0,0,NA,NA,0
2011,AO03,ABGR,1,0,0,0,NA,NA,0
2011,AO03,ABLA,1,0,0,0,NA,NA,0
2011,AO03,ABPR,1,0,0,0,NA,NA,0
2011,AO03,ACGL,1,0,0,0,NA,NA,0
2011,AO03,ALRU,1,0,0,0,NA,NA,0
2011,AO03,CANO,1,0,0,0,NA,NA,0
2011,AO03,PICO,1,0,0,0,NA,NA,0
2011,AO03,PIEN,1,0,0,0,NA,NA,0
2011,AO03,PIMO,1,0,0,0,NA,NA,0
2011,AO03,PISI,1,0,0,0,NA,NA,0
2011,AO03,PSME,1,0,0,0,NA,NA,0
2011,AO03,TABR,1,0,0,0,NA,NA,0
2011,AO03,THPL,1,9,2,12,NA,NA,41
2011,AO03,TSHE,1,33,22,13,NA,NA,8
2011,AO03,TSME,1,0,0,0,NA,NA,0
2011,AO03,ABAM,2,0,0,0,NA,NA,0
2011,AO03,ABGR,2,0,0,0,NA,NA,0
2011,AO03,ABLA,2,0,0,0,NA,NA,0
2011,AO03,ABPR,2,0,0,0,NA,NA,0
2011,AO03,ACGL,2,0,0,0,NA,NA,0
2011,AO03,ALRU,2,0,0,0,NA,NA,0
2011,AO03,CANO,2,0,0,0,NA,NA,0
2011,AO03,PICO,2,0,0,0,NA,NA,0
2011,AO03,PIEN,2,0,0,0,NA,NA,0
2011,AO03,PIMO,2,0,0,0,NA,NA,0
2011,AO03,PISI,2,0,0,0,NA,NA,0
2011,AO03,PSME,2,2,0,0,NA,NA,0
2011,AO03,TABR,2,0,0,0,NA,NA,0
2011,AO03,THPL,2,12,0,10,NA,NA,12
2011,AO03,TSHE,2,53,13,23,NA,NA,24
2011,AO03,TSME,2,0,0,0,NA,NA,0
2011,AO03,ABAM,3,0,2,0,NA,NA,0
2011,AO03,ABGR,3,0,0,0,NA,NA,0
2011,AO03,ABLA,3,0,0,0,NA,NA,0
2011,AO03,ABPR,3,0,0,0,NA,NA,0
2011,AO03,ACGL,3,0,0,0,NA,NA,0
2011,AO03,ALRU,3,0,0,0,NA,NA,0
2011,AO03,CANO,3,0,0,0,NA,NA,0
